Title,Jahr,Author,Untertitel,Dokumententyp,"Übergeordneter Titel",Zeitschrift,Reihentitel,Herausgeber,Ort,Verlag,Auflage,ISBN,DOI,Band,Nummer,Seiten,"Internetdokument URL",Institution/Veranstalter,"Vortragsreihe / Veranstaltung",Datum,Vortragende/r,Vortragstyp,Panel
"Inhibitors and Enablers to Explainable AI Success: A Systematic Examination of Explanation Complexity and Individual Characteristics",2022,"Wienrich, Carolin; Carolus, Astrid; Roth-Isigkeit, David; Hotho, Andreas",,Zeitschriftenaufsatz,,"Multimodal Technologies and Interaction",,MDPI,,,,,https://doi.org/10.3390/mti6120106,12,6,,,,,,,,
"Arbeiten mit Künstlicher Intelligenz",2022,"Peters, Robert; Dicks, Markus; Altepost, Andrea; Aschenbrenner, Doris; Burmeister, Michael; Carolus, Astrid; Diener, Kathleen; Fetic, Lajla; Gerst, Detlef; Hermann, Isabella; Kamm, Bruno; Kurz, Constanze; Peisnner, Matthias; Suchy, Oliver; Westhoven, Martin; Wienrich, Carolin; Zimmerling, Marcel","Perspektiven für eine menschenzentrierte Gestaltung von KI","Graue Literatur / Bericht / Report",https://www.bmas.de/SharedDocs/Downloads/DE/Publikationen/a865-arbeiten-mit-kuenstlicher-intelligenz-pdf.html,,,"Denkfabrik Digitale Arbeitsgesellschaft im Bundesministerium für Arbeit und Soziales",,,,,,,,,,,,,,,
"SenPoi at SemEval-2022 Task 10",2022,"Pfister, Jan; Wankerl, Sebastian; Hotho, Andreas","Point me to your Opinion, SenPoi",Konferenzpapier,"Proceedings of the 16th International Workshop on Semantic Evaluation (SemEval-2022)",,,"Association for Computational Linguistics",Seattle,,,,10.18653/v1/2022.semeval-1.183,,,1313–1323,,,,,,,
"China's Corporate Credit Reporting System: A Comparison with the United States and Germany",2022,"Krause, Theresa; Chen Mo; Wassermann, Lena; Fischer, Doris; Grossklags, Jens",,Zeitschriftenaufsatz,,"Regulation & Governance",,,,,,,https://doi.org/10.1111/rego.12491,17,3,755-771,,,,,,,
"Social Control in the Digital Transformation of Society",2022,"Chen, Mo; Grossklags, Jens","A Case Study of the Chinese Social Credit System",Zeitschriftenaufsatz,,"Social Sciences",,,,,,,https://doi.org/10.3390/socsci11060229,11,6,229,,,,,,"Wissenschaftlicher Vortrag",
"Ordinary People as Moral Heroes and Foes: Digital Role Model Narratives Propagate Social Norms in China's Social Credit System",2022,"Chen, Mo; Engelmann, Severin; Grossklags, Jens",,Konferenzpapier,"Proceedings of the 5th AAAI/ACM Conference on AI, Ethics, and Society",,,,,,,,https://doi.org/10.1145/3514094.3534180,,,181-191,,,,,,,
"Techno-Regulation in China: How are Bavarian Firms Faring Under the Social Credit System?",2022,"Serrano, Ramon Serrano Oswald; Selmanovic, Sandra; Lee, Benjamin;  Arndt, Laura",,"Unklarer Dokumententyp",,,"bidt Analyses and Studies",bidt,Munich,"Bavarian Institute for Digital Transformation",,,10.35067/xypq-kn21,8,,,,,,,,,
"Das persönliche Wort ist doch immer noch das Wichtigste – Anforderungen an ein digital-unterstütztes Arbeitssystem zur Förderung der Teamkommunikation und -kollaboration in der stationären Palliativversorgung",2022,"Grimminger, Sandra; Peuten, Sarah; Markgraf, Moritz; Waldmann, Daniela; Heckel, Maria; Steigleder, Tobias; Klein, Carsten; Schneider, Werner; Gimpel, Henner; Ostgathe, Christoph",,Konferenzpapier,"Proceedings of the 14. Kongress der Deutschen Gesellschaft für Palliativmedizin",,,,Bremen,,,,10.1055/s-0042-1754066,,,,,,,,,"Wissenschaftlicher Vortrag",
"Multiprofessionelle Kommunikation und Kollaboration als Herausforderung für die digitale Transformation im stationären Krankenhaussetting von Palliative Care",2022,"Peuten, Sarah; Grimminger, Sandra; Heckel, Maria; Steigleder, Tobias; Schneider, Werner; Ostgathe, Christoph",,Konferenzpapier,"Proceedings of the 23. Jahrestagung des Deutschen Netzwerks Evidenzbasierte Medizin e. V.",,,,Lübeck,,,,10.3205/22ebm067,,,,,,,,,,
"Endeavor to contain China's Tech Giants",2022,"Hünting, Sarah Lena","Country Report on China","Graue Literatur / Bericht / Report",,"IRDG Research Paper Series",,"Universität Passau",,,,,,,15,,,,,,,,
"Mapping Global Data Law",2022,"Hennemann, Moritz; Lienemann, Gregor; Spirkls, Clemens","Part I: Data Protection Legislaiton","Graue Literatur / Bericht / Report",,"IRDG Research Paper Series",,"Universität Passau",,,,,,,16,,,,,,,,
"Data Protection Revisited",2022,"Sonnenberg, Peer; Hoffmann, Timo","Report on the Law of Data Disclosure in Switzerland","Graue Literatur / Bericht / Report",,"IRDG Research Paper Series",,"Universität Passau",,,,,,,17,,,,,,,,
"Datenrealpolitik - Datenökosysteme, Datenrecht, Datendiplomatie",2022,"Hennemann, Moritz",,"Graue Literatur / Bericht / Report",,"IRDG Research Paper Series",,"Universität Passau",,,,,,,18,,,,,,,,
"Kollisionsrechtliche Fragen an die Nachvollziehbarkeit und Überprüfbarkeit von KI-Systemen",2022,"von Lewinski, Kai",,"Beitrag in ...","Künstliche Intelligenz",,,"Rostalski, Frauke",Tübingen,"Mohr Siebeck",,978-3-16-161299-2,10.1628/978-3-16-161299-2,,,"Seite 299 - 318",,,,,,,
"Editorial zum Thema Datenrealpolitik",2022,"Hennemann, Moritz",,Zeitungsartikel,,ZfDR,,,München,,"Heft 4,2022",,,,,,,,,,,,
"Welche rechtlichen und kulturellen Aspekte wirken bei der Datenpreisgabe?",2022,"Wawra, Daniela; Hennemann, Moritz; von Lewinski, Kai; Widjaja, Thomas; Hoffmann, Timo",,Internetdokument,,"Digitales Forschungsmagazin der Universität Passau",,"https://www.digital.uni-passau.de/beitraege/2022/vektoren-der-datenpreisgabe#:~:text=Kulturelle%20Faktoren%20beeinflussen%20also%20neben,sind%20oder%20diese%20erh%C3%B6hen%20m%C3%B6chten.",Passau,,,,,,,,,,,,,,
"Was sagen Metadaten des ifo Geschäftsklimaindex über die Digitalisierung deutscher Unternehmen?",2022,"Englmaier, Florian; Fackler, Thomas; Laurentsyeva, Nadzeya",,Zeitschriftenaufsatz,,"ifo Schnelldienst",,,München,,,,,75,3,31-34,,,,,,,
"Identifying lexical change in negative word-of-mouth on social media",2022,"Strathern, Wienke; Ghawi, Raji; Schönfeld, Mirco; Pfeffer, Jürgen",,Zeitschriftenaufsatz,,"Social Network Analysis and Mining",,,,,"12 (1), 59.",,,,,,,,,,,,
"Hate Speech Classification in Bulgarian",2022,"Ralev, Radoslav;  Pfeffer, Jürgen",,Konferenzpapier,"Proceedings of the 5th International Conference on Computational Linguistics in Bulgaria (CLIB 2022)",,,,,,,,,,,,,,,,,,
"The Polarizing Impact of Continuous Presence on Users' Behavior",2022,"Strathern, Wienke; Mooseder, Angelina; Pfeffer, Jürgen",,Konferenzpapier,"Proceedings of the 16th International AAAI Conference on Web and Social Media",,,,,,,,,,,,,,,,,,
"Acceptance of Remote Assistive Robots with and without Human-in-the-Loop for Healthcare Applications",2022,"Nertinger, Simone; Kirschner, Robin Jeanne; Naceri, Abdeldjallil; Haddadin, Sami",,Zeitschriftenaufsatz,,"International Journal of Social Robotics",,,,,,,https://doi.org/10.1007/s12369-022-00931-9,,,,,,,,,,
"Tactile Robotic Telemedicine for safe Remote Diagnostics in Times of Corona: System Design, Feasibility and Usability study",2022,"Naceri, Abdeldjallil; Elsner, Jean; Tröbinger, Mario; Sadeghian, Hamid; Johannsmeier, Lars; Voigt, Florian; Chen, Xiao; Macari, Daniela; Jähne, Christoph; Berlet, Maximilian; Fuchtmann, Jonas; Figueredo, Luis; Feußner, Hubertus; Wilhelm, Dirk; Haddadin, Sami",,Zeitschriftenaufsatz,,"IEEE Robotics and Automation Letters",,,,,,,"https://doi.org/doi: 10.1109/lra.2022.3191563",7,4,10296–10303,,,,,,,
"Global safety characteristics of wheeled mobile manipulators",2022,"Mansfeld, Nico; Peña, Guillermo Gómez; Hamad, Mazin; Kurdas, Aalexander; Abdolshah, Saeed; Haddadin, Sami",,Konferenzpapier,"Proceedings of the 2022 IEEE 18th International Conference on Automation Science and Engineering (CASE)",,,,,,,,https://doi.org/10.1109/case49997.2022.9926607,,,,,,,,,,
"An MPC Framework For Planning Safe & Trustworthy Robot Motions",2022,"Eckhoff, Moritz; Kirschner, Robin Jeanne; Kern, Elena; Abdolshah, Saeed; Haddadin, Sami",,Konferenzpapier,"Proceedings of the 2022 International Conference on Robotics and Automation (ICRA)",,,,,,,,https://doi.org/10.1109/icra46639.2022.9812160,,,,,,,,,,
"Expectable Motion Unit: Avoiding hazards from human involuntary motions in Human-Robot interaction",2022,"Kirschner, Robin Jeanne; Mayer, Henning; Burr, Lisa; Mansfeld, Nico; Abdolshah, Saeed; Haddadin, Sami",,Zeitschriftenaufsatz,,"IEEE Robotics and Automation Letters",,,,,,,https://doi.org/10.1109/lra.2022.3144535,7,2,2993–3000,,,,,,,
"Embedded ethics: a proposal for integrating ethics into the development of medical AI",2022,"McLennan, Stuart; Fiske, Amelia; Tigard, Daniel W.; Müller, Ruth; Haddadin, Sami; Buyx, Alena",,Zeitschriftenaufsatz,,"BMC Medical Ethics",,,,,,,"https://doi.org/doi: 10.1186/s12910-022-00746-3",23,1,6,,,,,,,
"Embedded Ethics and Social Sciences in HRI Research: Scenarios and Subjectivities",2022,"Braun, Maximilian; Breuer, Svenja; Tigard, Daniel; Müller, Ruth",,Konferenzpapier,"Proceedings of Re-configuring Human-Robot Interaction (HRI 2022)",,,,,,,,,,,1-4,,,,,,,
"From Outside In: Profiling, Persuasion and Political Opinion in the Age of Big Data",2022,"Dhawan, Saurabh; Hegelich, Simon",,"Beitrag in ...","Digital Phenotyping and Mobile Sensing. Studies in Neuroscience, Psychology and Behavioral Economics.",,,"Montag, Christian; Baumeister, Harald",Cham,Springer,,,https://doi.org/10.1007/978-3-030-98546-2_10,,,,,,,,,,
"Towards Verifiable Differentially-Private Polling",2022,"Munilla Garrido, Gonzalo; Sedlmeir, Johannes; Babel, Matthias",,Konferenzpapier,"Proceedings of the 17th International Conference on Availability, Reliability and Security (ARES)",,,,,,,,https://doi.org/10.1145/3538969.3538992,,,1-11,,,,,,,
"Revealing the landscape of privacy-enhancing technologies in the context of data markets for the IoT: A systematic literature review",2022,"Munilla Garrido, Gonzalo; Sedlmeir, Johannes; Uludağ, Ömer; Soto Alaoui, Ilias; Luckow, Andre; Matthes, Florian",,Zeitschriftenaufsatz,,"Journal of Network and Computer Applications",,,,,,,https://doi.org/10.1016/j.jnca.2022.103465,207,103465,,,,,,,,
"Understanding the Implementation of Technical Measures in the Process of Data Privacy Compliance: A Qualitative Study",2022,"Klymenko, Oleksandra; Kosenkov, Oleksandr; Meisenbacher, Stephen; Elahidoost, Parisa; Mendez, Daniel; Matthes, Florian",,Konferenzpapier,"Proceedings of the 16th ACM / IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM)",,,,,,,,https://doi.org/10.1145/3544902.3546234,,,261-271,,,,,,,
"Content ID vs. „Uploadfilterpflicht“ – Wahrnehmung und Bewertung von privaten und gesetzlich vorgesehenen Filtermaßnahmen",2022,"Schillmöller, Jan; Doseva, Steliyana; Schmid-Petri, Hannah; Heckmann, Dirk",,"Beitrag in ...","Entscheidungsträger im Internet. Private Entscheidungsstrukturen und Plattformregulierung",,,"Schrör, Simon; Keiner, Alexandra; Müller, Ferdinand; Schumacher, Pablo",Baden-Baden,"Nomos Verlagsgesellschaft mbH &amp; Co. KG",,978-3-8487-8820-0,,,,19-44,,,,,,,
"Digitale Transformation als Identitätsfrage",2022,"Graf, Angela; Hess, Thomas; Müller, Lea","Zum Zusammenhang zwischen organisationaler Identität und digitaler Transformation am Beispiel eines Maschinenbauunternehmens",Zeitschriftenaufsatz,,"AIS Studien",,,,,,,10.21241/ssoar.83563,15,2,44-61,,,,,,,
Homeoffice,2022,"Graf, Angela; Müller, Lea; Putfarken, Hannes; Schulde, Antonia; Stürz, Roland","New Normal für Beschäftigte?","Graue Literatur / Bericht / Report",https://www.bidt.digital/homeoffice-new-normal-fuer-beschaeftigte/,,"bidt Blog",,,,,,,,,,,,,,,,
"Homeoffice: New Normal für Beschäftigte?",2022,"Müller, Lea; Putfarken, Hannes; Schlude, Antonia; Stürz, Roland A.",,"Graue Literatur / Bericht / Report",,,"bidt Blog",,,,,,,,,,https://www.bidt.digital/homeoffice-new-normal-fuer-beschaeftigte/,,,,,,
"Digitalisierung durch Corona? Homeoffice im Oktober 2022",2022,"Stürz, Roland A.; Schlude, Antonia; Stumpf, Christian; Mendel, Ulrike",,"Buch (Monographie)",,,"bidt Analysen und Studien",,München,,,,,,,,https://www.bidt.digital/publikation/digitalisierung-durch-corona-homeoffice-im-oktober-2022/,,,,,,
"Fake News in den sozialen Medien – was hilft?",2022,"Berger, Lara Marie; Kerkhof, Anna; Mindl, Felix; Münster, Johannes",,Zeitschriftenaufsatz,,"Kölner Impulse zur Wirtschaftspolitik",,,,,,,,2022,5,3-13,,,,,,,
"Media Modulation based Molecular Communications",2022,"Brand, Lukas; Garkisch, Moritz; Lotter, Sebastian; Schäfer, Maximilian; Burkovski, Andreas; Sticht, Heinrich; Castiglione, Kathrin; Schober, Robert",,Zeitschriftenaufsatz,,"IEEE Transactions on Communications",,,,,,,10.1109/TCOMM.2022.3205949,70,11,7207–7223,,,,,,,
"Signal Reception With Generic Three-State Receptors in Synaptic MC",2022,"Lotter, Sebastian; Barros, Michael Taynnan; Schober, Robert; Schäfer, Maximilian",,Konferenzpapier,"Proceedings of the IEEE Global Communications Conference",,,,,,,,,,,,,,,,,,
"Physical Modeling using Recurrent Neural Networks with Fast Convolutional Layers",2022,"Parker, Julian; Schlecht, Sebastian J.; Rabenstein, Rudolf; Schäfer, Maximilian",,Konferenzpapier,"Proceedings of the 25th International Conference on Digital Audio Effects",,,,,,,,,,,,,,,,,,
"Channel Responses for the Molecule Release From Spherical Homogeneous Matrix Carriers",2022,"Schäfer, Maximilian; Salinas, Yolanda; Ruderer, Alexander; Enzenhofer, Franz; Bruggemann, Oliver; Martinez-Manez, Ramon; Rabenstein, Rudolf; Schober, Robert; Haselmayr, Werner",,Zeitschriftenaufsatz,,"IEEE Transactions on Molecular, Biological and Multi-Scale Communications",,,,,,,10.1109/TMBMC.2022.3182571,8,4,212–228,,,,,,,
"Controlled Signaling and Transmitter Replenishment for MC with Functionalized Nanoparticles",2022,"Schäfer, Maximilian; Brand, Lukas; Lotter, Sebastian; Büyükoglu, Atakan; Enzenhofer, Franz; Haselmayr, Werner; Castiglione, Kathrin; Appelhans, Dietmar; Schober, Robert",,Konferenzpapier,"Proceedings of the 9th ACM International Conference on Nanoscale Computing and Communication",,,,,,,,10.1145/3558583.3558853,,,,,,,,,,
"Promoting Diverse News Consumption Through User Control Mechanisms",2022,"Schmalenbach, Kian; Gengler, Eva; Laumer, Sven",,Konferenzpapier,"Proceedings of the International Conference on Information Systems (ICIS) 2022",,,,"Copenhagen, Denmark",,,,,,,,,,,,,,
"Invisible transparency",2022,"Jost, Pablo; Kruschinski, Simon; Sülflow, Michael; Haßler, Jörg; Maurer, Marcus","How different types of  ad disclaimers on Facebook affect whether and how digital political advertising is perceived",Zeitschriftenaufsatz,,"Policy & Internet",,,,,,,https://doi.org/10.1002/poi3.333,,,1–22,,,,,,"Wissenschaftlicher Vortrag",
"Posting or advertising?",2022,"Kruschinski, Simon; Haßler, Jörg; Jost, Pablo; Sülflow, Michael","How political parties adapt their  messaging strategies to Facebook’s organic and paid media affordances",Zeitschriftenaufsatz,,"Journal of Political Marketing",,,,,,,https://doi.org/10.1080/15377857.2022.2110352,,,1–22,,,,,,"Wissenschaftlicher Vortrag",
"Keep them engaged!",2022,"Bene, Márton; Ceron, Andrea; Fenoll, Vicente; Haßler, Jörg; Kruschinski, Simon; Larsson, Anders Olof; Magin, Melanie; Schlosser, Katharina; Wurst, Anna-Katharina","Investigating the effects of self-centered social media communication style on user  engagement in 12 European countries",Zeitschriftenaufsatz,,"Political Communication",,,,,,,https://doi.org/10.1080/10584609.2022.2042435,39,4,429–453,,,,,,"Wissenschaftlicher Vortrag",
"Missed opportunity to connect with European citizens?",2022,"Wurst, Anna-Katharina; Fenoll, Vicente; Haßler, Jörg; Kruschinski, Simon; Magin, Melanie; Rußmann, Uta; Schlosser, Katharina","Europarties’ communication on Facebook during the 2019  European election campaign",Zeitschriftenaufsatz,,"Studies in Communication Sciences",,,,,,,https://doi.org/10.24434/j.scoms.2022.01.3053,22,1,165–184,,,,,,"Wissenschaftlicher Vortrag",
"The polyphonic sounds of Europe",2022,"Bene, Márton; Magin, Melanie; Jackson, Daniel; Lilleker, Darren; Balaban, Delia; Baranowski, Paweł; Haßler, Jörg; Kruschinski, Simon; Russmann, Uta","Users' engagement with parties' European-focused Facebook posts",Zeitschriftenaufsatz,,"Politics and Governance",,,,,,,https://doi.org/10.17645/pag.v10i1.4700,10,1,108–120,,,,,,"Wissenschaftlicher Vortrag",
"E-campaigning and elections",2022,"Haßler, Jörg",,"Beitrag in ...",,,"Elgar encyclopedias in the social sciences  series. Elgar encyclopedia of technology and politics","Ceron, A.",,"Edward Elgar Publishing",,,https://doi.org/10.4337/9781800374263.e.campaigning,,,17–21,,,,,,"Wissenschaftlicher Vortrag",
"Digitaler Humanismus",2022,"Nida-Rümelin, Julian","Philosophische Aspekte künstlicher Intelligenz","Beitrag in ...",,"Intelligenz – Recht und Praxis automatistierter und autonomer Systeme",,"Chibanguza, Kuuya; Kuß, Christian; Steege, Hans",Baden-Baden,Nomos,,,,,,27-40,,,,,,,
"Unraveling Information-Limiting Environments: An Empirical Review of Individual, Social, and Technological Filters in Social Media",2023,"Schmalenbach, Kian; Gengler, Eva; Schötteler, Sebastian; Laumer, Sven",,Tagungsband,,"18th International Conference on Wirtschaftsinformatik",,,"Paderborn, Germany",,,,,,,,,,,,,"Wissenschaftlicher Vortrag",
"Erfolgsfaktor Interdisziplinarität: Das Lehrformat Digitalisierungskollegs an Bayerischen Hochschulen",2023,"Dieckhoff, Christina; Barlieb, Christophe; Groth, Christian; Linner, Thomas; Weininger, Florian",,"Beitrag in ...",,,"INFORMATIK 2023 - Designing Futures: Zukünfte gestalten - Komplettband","Klein, M.; Krupka, D.; Winter, C.; Wohlgemuth, V.",,"Gesellschaft für Informatik e.V.",,978-3-88579-731-9,,,,241-252,,,,,,"Wissenschaftlicher Vortrag",
"Conceptualizing a Digital Interaction Literacy for Voice-based AI Systems",2023,"Carolus, Astrid; Augustin, Yannik; Markus, André; Wienrich, Carolin","A Qualitative Interview Study",Zeitschriftenaufsatz,,,,,,,,,https://doi.org/10.1016/j.caeai.2022.100114,,,,,,,,,"Wissenschaftlicher Vortrag",
"Global Data Strategies",2023,"Hennemann, Moritz","A Handbook","Buch (Monographie)",,,,,,"Verlag C.H. Beck; Nomos Verlagsgesellschaft; Hart Publishing",,978-3-406-78294-7,,,,,,,,,,,
"Algorithms as partners in crime: A lesson in ethics by design",2023,"Krügel, Sebastian; Ostermaier, Andreas; Uhl, Matthias",,Zeitschriftenaufsatz,,"Computers in Human Behavior",,,,,,,10.1016/j.chb.2022.107483,138,,107483,,,,,,,
"Unlocking Big Data - At the Crossroads of Computer Science and the Social Sciences",2023,"Posegga, Oliver",,"Beitrag in ...","Research Handbook on Digitial Sociology",,,"Skopek, Jan",,,,,,,,,,,,,,,
Erdbeobachtung,2023,"Jaggy, Niklas; Künzer, Claudia",,"Graue Literatur / Bericht / Report",https://www.bidt.digital/glossar/erdbeobachtung/,,"bidt Glossar",bidt,München,,,,https://www.bidt.digital/glossar/erdbeobachtung/,,,,,,,,,,
"Wälder verstärkt überwachen",2023,"Emmerich, Robert",,Zeitschriftenaufsatz,,"Einblick, Pressemitteilung",,"JMU Würzburg",Würzburg,,,,https://www.uni-wuerzburg.de/aktuelles/pressemitteilungen/single/news/waelder-verstaerkt-ueberwachen-1/,,,,,,,,,,
"Using an Elastic Stack as a Base for Logging and Evaluation of Public Displays",2023,"Rohde, Christopher; Koch, Michael; Stojko, Laura ",,Konferenzpapier,"Workshop Proceedings of the Mensch Und Computer 2023",,,"Gesellschaft für Informatik e.V.",Bonn,"Gesellschaft für Informatik e.V. ",,,10.18420/muc2023-mci-ws13-303,,,1-6,,,,,,,
